MSA_ID,Metro Area,OCC_CODE,Job Group,Total Employment
41860,"San Francisco-Oakland-Hayward, CA",25-1067,"Sociology Teachers, Postsecondary",80
41860,"San Francisco-Oakland-Hayward, CA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",360
41860,"San Francisco-Oakland-Hayward, CA",25-1071,"Health Specialties Teachers, Postsecondary",1020
41860,"San Francisco-Oakland-Hayward, CA",25-1072,"Nursing Instructors and Teachers, Postsecondary",490
41860,"San Francisco-Oakland-Hayward, CA",25-1081,"Education Teachers, Postsecondary",320
41860,"San Francisco-Oakland-Hayward, CA",25-1082,"Library Science Teachers, Postsecondary",30
41860,"San Francisco-Oakland-Hayward, CA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",170
41860,"San Francisco-Oakland-Hayward, CA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",1800
41860,"San Francisco-Oakland-Hayward, CA",25-1122,"Communications Teachers, Postsecondary",210
41860,"San Francisco-Oakland-Hayward, CA",25-1123,"English Language and Literature Teachers, Postsecondary",910
41860,"San Francisco-Oakland-Hayward, CA",25-1124,"Foreign Language and Literature Teachers, Postsecondary",170
41860,"San Francisco-Oakland-Hayward, CA",25-1125,"History Teachers, Postsecondary",130
41860,"San Francisco-Oakland-Hayward, CA",25-1126,"Philosophy and Religion Teachers, Postsecondary",310
41860,"San Francisco-Oakland-Hayward, CA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",290
41860,"San Francisco-Oakland-Hayward, CA",25-1194,"Career/Technical Education Teachers, Postsecondary",1580
41860,"San Francisco-Oakland-Hayward, CA",25-2011,"Preschool Teachers, Except Special Education",10080
41860,"San Francisco-Oakland-Hayward, CA",25-2012,"Kindergarten Teachers, Except Special Education",1990
41860,"San Francisco-Oakland-Hayward, CA",25-2021,"Elementary School Teachers, Except Special Education",19010
41860,"San Francisco-Oakland-Hayward, CA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",3760
41860,"San Francisco-Oakland-Hayward, CA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",10180
41860,"San Francisco-Oakland-Hayward, CA",25-2032,"Career/Technical Education Teachers, Secondary School",330
41860,"San Francisco-Oakland-Hayward, CA",25-2051,"Special Education Teachers, Preschool",50
41860,"San Francisco-Oakland-Hayward, CA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",1780
41860,"San Francisco-Oakland-Hayward, CA",25-2057,"Special Education Teachers, Middle School",
41860,"San Francisco-Oakland-Hayward, CA",25-2058,"Special Education Teachers, Secondary School",900
41860,"San Francisco-Oakland-Hayward, CA",25-2059,"Special Education Teachers, All Other",550
41860,"San Francisco-Oakland-Hayward, CA",25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1690
41860,"San Francisco-Oakland-Hayward, CA",25-3021,Self-Enrichment Teachers,5420
41860,"San Francisco-Oakland-Hayward, CA",25-3031,"Substitute Teachers, Short-Term",12860
41860,"San Francisco-Oakland-Hayward, CA",25-3097,"Tutors and Teachers and Instructors, All Other",9580
41860,"San Francisco-Oakland-Hayward, CA",25-4011,Archivists,50
41860,"San Francisco-Oakland-Hayward, CA",25-4012,Curators,290
41860,"San Francisco-Oakland-Hayward, CA",25-4013,Museum Technicians and Conservators,520
41860,"San Francisco-Oakland-Hayward, CA",25-4022,Librarians and Media Collections Specialists,1530
41860,"San Francisco-Oakland-Hayward, CA",25-4031,Library Technicians,1270
41860,"San Francisco-Oakland-Hayward, CA",25-9031,Instructional Coordinators,2330
41860,"San Francisco-Oakland-Hayward, CA",25-9044,"Teaching Assistants, Postsecondary",1370
41860,"San Francisco-Oakland-Hayward, CA",25-9045,"Teaching Assistants, Except Postsecondary",17330
41860,"San Francisco-Oakland-Hayward, CA",25-9099,"Educational Instruction and Library Workers, All Other",4750
41860,"San Francisco-Oakland-Hayward, CA",27-1011,Art Directors,1850
41860,"San Francisco-Oakland-Hayward, CA",27-1012,Craft Artists,
41860,"San Francisco-Oakland-Hayward, CA",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",110
41860,"San Francisco-Oakland-Hayward, CA",27-1014,Special Effects Artists and Animators,2890
41860,"San Francisco-Oakland-Hayward, CA",27-1019,"Artists and Related Workers, All Other",40
41860,"San Francisco-Oakland-Hayward, CA",27-1021,Commercial and Industrial Designers,790
41860,"San Francisco-Oakland-Hayward, CA",27-1022,Fashion Designers,510
41860,"San Francisco-Oakland-Hayward, CA",27-1023,Floral Designers,990
41860,"San Francisco-Oakland-Hayward, CA",27-1024,Graphic Designers,5560
41860,"San Francisco-Oakland-Hayward, CA",27-1025,Interior Designers,2590
41860,"San Francisco-Oakland-Hayward, CA",27-1026,Merchandise Displayers and Window Trimmers,4970
41860,"San Francisco-Oakland-Hayward, CA",27-1027,Set and Exhibit Designers,250
41860,"San Francisco-Oakland-Hayward, CA",27-1029,"Designers, All Other",480
41860,"San Francisco-Oakland-Hayward, CA",27-2011,Actors,720
41860,"San Francisco-Oakland-Hayward, CA",27-2012,Producers and Directors,3440
41860,"San Francisco-Oakland-Hayward, CA",27-2022,Coaches and Scouts,5050
41860,"San Francisco-Oakland-Hayward, CA",27-2023,"Umpires, Referees, and Other Sports Officials",360
41860,"San Francisco-Oakland-Hayward, CA",27-2031,Dancers,610
41860,"San Francisco-Oakland-Hayward, CA",27-2041,Music Directors and Composers,210
41860,"San Francisco-Oakland-Hayward, CA",27-2042,Musicians and Singers,1030
41860,"San Francisco-Oakland-Hayward, CA",27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",190
41860,"San Francisco-Oakland-Hayward, CA",27-3011,Broadcast Announcers and Radio Disc Jockeys,360
41860,"San Francisco-Oakland-Hayward, CA",27-3023,"News Analysts, Reporters, and Journalists",940
41860,"San Francisco-Oakland-Hayward, CA",27-3031,Public Relations Specialists,6460
41860,"San Francisco-Oakland-Hayward, CA",27-3041,Editors,2500
41860,"San Francisco-Oakland-Hayward, CA",27-3042,Technical Writers,1220
41860,"San Francisco-Oakland-Hayward, CA",27-3043,Writers and Authors,1410
41860,"San Francisco-Oakland-Hayward, CA",27-3091,Interpreters and Translators,1420
41860,"San Francisco-Oakland-Hayward, CA",27-3092,Court Reporters and Simultaneous Captioners,260
41860,"San Francisco-Oakland-Hayward, CA",27-3099,"Media and Communication Workers, All Other",1080
41860,"San Francisco-Oakland-Hayward, CA",27-4011,Audio and Video Technicians,1800
41860,"San Francisco-Oakland-Hayward, CA",27-4012,Broadcast Technicians,450
41860,"San Francisco-Oakland-Hayward, CA",27-4014,Sound Engineering Technicians,360
41860,"San Francisco-Oakland-Hayward, CA",27-4021,Photographers,910
41860,"San Francisco-Oakland-Hayward, CA",27-4031,"Camera Operators, Television, Video, and Film",320
41860,"San Francisco-Oakland-Hayward, CA",27-4032,Film and Video Editors,860
41860,"San Francisco-Oakland-Hayward, CA",27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",
41860,"San Francisco-Oakland-Hayward, CA",29-1011,Chiropractors,440
41860,"San Francisco-Oakland-Hayward, CA",29-1021,"Dentists, General",2890
41860,"San Francisco-Oakland-Hayward, CA",29-1031,Dietitians and Nutritionists,1230
41860,"San Francisco-Oakland-Hayward, CA",29-1041,Optometrists,560
41860,"San Francisco-Oakland-Hayward, CA",29-1051,Pharmacists,3880
41860,"San Francisco-Oakland-Hayward, CA",29-1071,Physician Assistants,1360
41860,"San Francisco-Oakland-Hayward, CA",29-1081,Podiatrists,80
41860,"San Francisco-Oakland-Hayward, CA",29-1122,Occupational Therapists,1210
41860,"San Francisco-Oakland-Hayward, CA",29-1123,Physical Therapists,3050
41860,"San Francisco-Oakland-Hayward, CA",29-1124,Radiation Therapists,100
41860,"San Francisco-Oakland-Hayward, CA",29-1125,Recreational Therapists,120
41860,"San Francisco-Oakland-Hayward, CA",29-1126,Respiratory Therapists,1990
41860,"San Francisco-Oakland-Hayward, CA",29-1127,Speech-Language Pathologists,
41860,"San Francisco-Oakland-Hayward, CA",29-1129,"Therapists, All Other",80
41860,"San Francisco-Oakland-Hayward, CA",29-1131,Veterinarians,870
41860,"San Francisco-Oakland-Hayward, CA",29-1141,Registered Nurses,38580
41860,"San Francisco-Oakland-Hayward, CA",29-1151,Nurse Anesthetists,260
41860,"San Francisco-Oakland-Hayward, CA",29-1161,Nurse Midwives,230
41860,"San Francisco-Oakland-Hayward, CA",29-1171,Nurse Practitioners,1930
41860,"San Francisco-Oakland-Hayward, CA",29-1181,Audiologists,140
41860,"San Francisco-Oakland-Hayward, CA",29-1215,Family Medicine Physicians,1720
41860,"San Francisco-Oakland-Hayward, CA",29-1216,General Internal Medicine Physicians,110
41860,"San Francisco-Oakland-Hayward, CA",29-1218,Obstetricians and Gynecologists,180
41860,"San Francisco-Oakland-Hayward, CA",29-1221,"Pediatricians, General",440
41860,"San Francisco-Oakland-Hayward, CA",29-1223,Psychiatrists,420
41860,"San Francisco-Oakland-Hayward, CA",29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5570
41860,"San Francisco-Oakland-Hayward, CA",29-1248,"Surgeons, Except Ophthalmologists",490
41860,"San Francisco-Oakland-Hayward, CA",29-1292,Dental Hygienists,4170
41860,"San Francisco-Oakland-Hayward, CA",29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",870
41860,"San Francisco-Oakland-Hayward, CA",29-2010,Clinical Laboratory Technologists and Technicians,4480
41860,"San Francisco-Oakland-Hayward, CA",29-2031,Cardiovascular Technologists and Technicians,790
41860,"San Francisco-Oakland-Hayward, CA",29-2032,Diagnostic Medical Sonographers,930
41860,"San Francisco-Oakland-Hayward, CA",29-2033,Nuclear Medicine Technologists,160
41860,"San Francisco-Oakland-Hayward, CA",29-2034,Radiologic Technologists and Technicians,2280
41860,"San Francisco-Oakland-Hayward, CA",29-2035,Magnetic Resonance Imaging Technologists,360
41860,"San Francisco-Oakland-Hayward, CA",29-2040,Emergency Medical Technicians and Paramedics,3550
41860,"San Francisco-Oakland-Hayward, CA",29-2051,Dietetic Technicians,410
41860,"San Francisco-Oakland-Hayward, CA",29-2052,Pharmacy Technicians,4500
41860,"San Francisco-Oakland-Hayward, CA",29-2053,Psychiatric Technicians,440
41860,"San Francisco-Oakland-Hayward, CA",29-2055,Surgical Technologists,1170
41860,"San Francisco-Oakland-Hayward, CA",29-2056,Veterinary Technologists and Technicians,1080
41860,"San Francisco-Oakland-Hayward, CA",29-2057,Ophthalmic Medical Technicians,500
41860,"San Francisco-Oakland-Hayward, CA",29-2061,Licensed Practical and Licensed Vocational Nurses,6870
41860,"San Francisco-Oakland-Hayward, CA",29-2081,"Opticians, Dispensing",1100
41860,"San Francisco-Oakland-Hayward, CA",29-2091,Orthotists and Prosthetists,210
41860,"San Francisco-Oakland-Hayward, CA",29-2092,Hearing Aid Specialists,
41860,"San Francisco-Oakland-Hayward, CA",29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",5290
41860,"San Francisco-Oakland-Hayward, CA",29-9091,Athletic Trainers,140
41860,"San Francisco-Oakland-Hayward, CA",29-9092,Genetic Counselors,
41860,"San Francisco-Oakland-Hayward, CA",29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",
41860,"San Francisco-Oakland-Hayward, CA",31-1120,Home Health and Personal Care Aides,75780
41860,"San Francisco-Oakland-Hayward, CA",31-1131,Nursing Assistants,11140
41860,"San Francisco-Oakland-Hayward, CA",31-1132,Orderlies,450
41860,"San Francisco-Oakland-Hayward, CA",31-1133,Psychiatric Aides,
41860,"San Francisco-Oakland-Hayward, CA",31-2011,Occupational Therapy Assistants,160
41860,"San Francisco-Oakland-Hayward, CA",31-2012,Occupational Therapy Aides,40
41860,"San Francisco-Oakland-Hayward, CA",31-2021,Physical Therapist Assistants,810
41860,"San Francisco-Oakland-Hayward, CA",31-2022,Physical Therapist Aides,850
41860,"San Francisco-Oakland-Hayward, CA",31-9011,Massage Therapists,2200
41860,"San Francisco-Oakland-Hayward, CA",31-9091,Dental Assistants,6980
41860,"San Francisco-Oakland-Hayward, CA",31-9092,Medical Assistants,12320
41860,"San Francisco-Oakland-Hayward, CA",31-9093,Medical Equipment Preparers,990
41860,"San Francisco-Oakland-Hayward, CA",31-9094,Medical Transcriptionists,270
41860,"San Francisco-Oakland-Hayward, CA",31-9095,Pharmacy Aides,1030
41860,"San Francisco-Oakland-Hayward, CA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,1160
41860,"San Francisco-Oakland-Hayward, CA",31-9097,Phlebotomists,1110
41860,"San Francisco-Oakland-Hayward, CA",31-9099,"Healthcare Support Workers, All Other",1690
41860,"San Francisco-Oakland-Hayward, CA",33-1011,First-Line Supervisors of Correctional Officers,180
41860,"San Francisco-Oakland-Hayward, CA",33-1012,First-Line Supervisors of Police and Detectives,570
41860,"San Francisco-Oakland-Hayward, CA",33-1021,First-Line Supervisors of Firefighting and Prevention Workers,500
41860,"San Francisco-Oakland-Hayward, CA",33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",1440
41860,"San Francisco-Oakland-Hayward, CA",33-2011,Firefighters,4280
41860,"San Francisco-Oakland-Hayward, CA",33-2021,Fire Inspectors and Investigators,100
41860,"San Francisco-Oakland-Hayward, CA",33-2022,Forest Fire Inspectors and Prevention Specialists,50
41860,"San Francisco-Oakland-Hayward, CA",33-3012,Correctional Officers and Jailers,1750
41860,"San Francisco-Oakland-Hayward, CA",33-3021,Detectives and Criminal Investigators,700
41860,"San Francisco-Oakland-Hayward, CA",33-3031,Fish and Game Wardens,30
41860,"San Francisco-Oakland-Hayward, CA",33-3041,Parking Enforcement Workers,420
41860,"San Francisco-Oakland-Hayward, CA",33-3051,Police and Sheriff's Patrol Officers,8580
41860,"San Francisco-Oakland-Hayward, CA",33-9011,Animal Control Workers,
41860,"San Francisco-Oakland-Hayward, CA",33-9021,Private Detectives and Investigators,320
41860,"San Francisco-Oakland-Hayward, CA",33-9031,Gambling Surveillance Officers and Gambling Investigators,30
41860,"San Francisco-Oakland-Hayward, CA",33-9032,Security Guards,21400
41860,"San Francisco-Oakland-Hayward, CA",33-9091,Crossing Guards and Flaggers,500
41860,"San Francisco-Oakland-Hayward, CA",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1730
41860,"San Francisco-Oakland-Hayward, CA",33-9098,"School Bus Monitors and Protective Service Workers, All Other",3210
41860,"San Francisco-Oakland-Hayward, CA",35-1011,Chefs and Head Cooks,4620
41860,"San Francisco-Oakland-Hayward, CA",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,12480
41860,"San Francisco-Oakland-Hayward, CA",35-2011,"Cooks, Fast Food",11440
41860,"San Francisco-Oakland-Hayward, CA",35-2012,"Cooks, Institution and Cafeteria",3690
41860,"San Francisco-Oakland-Hayward, CA",35-2013,"Cooks, Private Household",50
41860,"San Francisco-Oakland-Hayward, CA",35-2014,"Cooks, Restaurant",29590
41860,"San Francisco-Oakland-Hayward, CA",35-2015,"Cooks, Short Order",2160
41860,"San Francisco-Oakland-Hayward, CA",35-2019,"Cooks, All Other",690
41860,"San Francisco-Oakland-Hayward, CA",35-2021,Food Preparation Workers,14640
41860,"San Francisco-Oakland-Hayward, CA",35-3011,Bartenders,10480
41860,"San Francisco-Oakland-Hayward, CA",35-3023,Fast Food and Counter Workers,51020
41860,"San Francisco-Oakland-Hayward, CA",35-3031,Waiters and Waitresses,45000
41860,"San Francisco-Oakland-Hayward, CA",35-3041,"Food Servers, Nonrestaurant",4350
41860,"San Francisco-Oakland-Hayward, CA",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,9700
41860,"San Francisco-Oakland-Hayward, CA",35-9021,Dishwashers,12750
41860,"San Francisco-Oakland-Hayward, CA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",6550
41860,"San Francisco-Oakland-Hayward, CA",35-9099,"Food Preparation and Serving Related Workers, All Other",2090
41860,"San Francisco-Oakland-Hayward, CA",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2200
41860,"San Francisco-Oakland-Hayward, CA",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1150
41860,"San Francisco-Oakland-Hayward, CA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",32370
41860,"San Francisco-Oakland-Hayward, CA",37-2012,Maids and Housekeeping Cleaners,15200
41860,"San Francisco-Oakland-Hayward, CA",37-2019,"Building Cleaning Workers, All Other",50
41860,"San Francisco-Oakland-Hayward, CA",37-2021,Pest Control Workers,1050
41860,"San Francisco-Oakland-Hayward, CA",37-3011,Landscaping and Groundskeeping Workers,12850
41860,"San Francisco-Oakland-Hayward, CA",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",200
41860,"San Francisco-Oakland-Hayward, CA",37-3013,Tree Trimmers and Pruners,740
41860,"San Francisco-Oakland-Hayward, CA",37-3019,"Grounds Maintenance Workers, All Other",
41860,"San Francisco-Oakland-Hayward, CA",39-1013,First-Line Supervisors of Gambling Services Workers,180
41860,"San Francisco-Oakland-Hayward, CA",39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",4380
41860,"San Francisco-Oakland-Hayward, CA",39-2011,Animal Trainers,260
41860,"San Francisco-Oakland-Hayward, CA",39-2021,Animal Caretakers,3300
41860,"San Francisco-Oakland-Hayward, CA",39-3011,Gambling Dealers,1360
41860,"San Francisco-Oakland-Hayward, CA",39-3012,Gambling and Sports Book Writers and Runners,130
41860,"San Francisco-Oakland-Hayward, CA",39-3019,"Gambling Service Workers, All Other",200
41860,"San Francisco-Oakland-Hayward, CA",39-3021,Motion Picture Projectionists,
41860,"San Francisco-Oakland-Hayward, CA",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",1570
41860,"San Francisco-Oakland-Hayward, CA",39-3091,Amusement and Recreation Attendants,6340
41860,"San Francisco-Oakland-Hayward, CA",39-3092,Costume Attendants,110
41860,"San Francisco-Oakland-Hayward, CA",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",160
41860,"San Francisco-Oakland-Hayward, CA",39-3099,"Entertainment Attendants and Related Workers, All Other",130
41860,"San Francisco-Oakland-Hayward, CA",39-4011,Embalmers,70
41860,"San Francisco-Oakland-Hayward, CA",39-4021,Funeral Attendants,160
41860,"San Francisco-Oakland-Hayward, CA",39-4031,"Morticians, Undertakers, and Funeral Arrangers",160
41860,"San Francisco-Oakland-Hayward, CA",39-5011,Barbers,
41860,"San Francisco-Oakland-Hayward, CA",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",4990
41860,"San Francisco-Oakland-Hayward, CA",39-5092,Manicurists and Pedicurists,3720
41860,"San Francisco-Oakland-Hayward, CA",39-5094,Skincare Specialists,1700
41860,"San Francisco-Oakland-Hayward, CA",39-6011,Baggage Porters and Bellhops,890
41860,"San Francisco-Oakland-Hayward, CA",39-6012,Concierges,640
41860,"San Francisco-Oakland-Hayward, CA",39-7010,Tour and Travel Guides,1190
41860,"San Francisco-Oakland-Hayward, CA",39-9011,Childcare Workers,7500
41860,"San Francisco-Oakland-Hayward, CA",39-9031,Exercise Trainers and Group Fitness Instructors,6890
41860,"San Francisco-Oakland-Hayward, CA",39-9032,Recreation Workers,8150
41860,"San Francisco-Oakland-Hayward, CA",39-9041,Residential Advisors,1040
41860,"San Francisco-Oakland-Hayward, CA",39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",530
41860,"San Francisco-Oakland-Hayward, CA",41-1011,First-Line Supervisors of Retail Sales Workers,13420
41860,"San Francisco-Oakland-Hayward, CA",41-1012,First-Line Supervisors of Non-Retail Sales Workers,3930
41860,"San Francisco-Oakland-Hayward, CA",41-2011,Cashiers,52380
41860,"San Francisco-Oakland-Hayward, CA",41-2012,Gambling Change Persons and Booth Cashiers,
41860,"San Francisco-Oakland-Hayward, CA",41-2021,Counter and Rental Clerks,10580
41860,"San Francisco-Oakland-Hayward, CA",41-2022,Parts Salespersons,1940
41860,"San Francisco-Oakland-Hayward, CA",41-2031,Retail Salespersons,47760
41860,"San Francisco-Oakland-Hayward, CA",41-3011,Advertising Sales Agents,
41860,"San Francisco-Oakland-Hayward, CA",41-3021,Insurance Sales Agents,5800
41860,"San Francisco-Oakland-Hayward, CA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",10660
41860,"San Francisco-Oakland-Hayward, CA",41-3041,Travel Agents,1500
41860,"San Francisco-Oakland-Hayward, CA",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",27950
41860,"San Francisco-Oakland-Hayward, CA",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",6330
41860,"San Francisco-Oakland-Hayward, CA",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",17740
41860,"San Francisco-Oakland-Hayward, CA",41-9011,Demonstrators and Product Promoters,2200
41860,"San Francisco-Oakland-Hayward, CA",41-9021,Real Estate Brokers,1050
41860,"San Francisco-Oakland-Hayward, CA",41-9022,Real Estate Sales Agents,2310
41860,"San Francisco-Oakland-Hayward, CA",41-9031,Sales Engineers,2510
41860,"San Francisco-Oakland-Hayward, CA",41-9041,Telemarketers,860
41860,"San Francisco-Oakland-Hayward, CA",43-1011,First-Line Supervisors of Office and Administrative Support Workers,23180
41860,"San Francisco-Oakland-Hayward, CA",43-2011,"Switchboard Operators, Including Answering Service",970
41860,"San Francisco-Oakland-Hayward, CA",43-2021,Telephone Operators,70
41860,"San Francisco-Oakland-Hayward, CA",43-2099,"Communications Equipment Operators, All Other",
41860,"San Francisco-Oakland-Hayward, CA",43-3011,Bill and Account Collectors,2310
41860,"San Francisco-Oakland-Hayward, CA",43-3021,Billing and Posting Clerks,6090
41860,"San Francisco-Oakland-Hayward, CA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",23350
41860,"San Francisco-Oakland-Hayward, CA",43-3041,Gambling Cage Workers,170
41860,"San Francisco-Oakland-Hayward, CA",43-3051,Payroll and Timekeeping Clerks,2910
41860,"San Francisco-Oakland-Hayward, CA",43-3061,Procurement Clerks,750
41860,"San Francisco-Oakland-Hayward, CA",43-3071,Tellers,6940
41860,"San Francisco-Oakland-Hayward, CA",43-3099,"Financial Clerks, All Other",650
41860,"San Francisco-Oakland-Hayward, CA",43-4011,Brokerage Clerks,1040
41860,"San Francisco-Oakland-Hayward, CA",43-4031,"Court, Municipal, and License Clerks",1450
41860,"San Francisco-Oakland-Hayward, CA",43-4041,"Credit Authorizers, Checkers, and Clerks",240
41860,"San Francisco-Oakland-Hayward, CA",43-4051,Customer Service Representatives,31300
41860,"San Francisco-Oakland-Hayward, CA",43-4061,"Eligibility Interviewers, Government Programs",1940
41860,"San Francisco-Oakland-Hayward, CA",43-4071,File Clerks,1790
41860,"San Francisco-Oakland-Hayward, CA",43-4081,"Hotel, Motel, and Resort Desk Clerks",3670
41860,"San Francisco-Oakland-Hayward, CA",43-4111,"Interviewers, Except Eligibility and Loan",2380
41860,"San Francisco-Oakland-Hayward, CA",43-4121,"Library Assistants, Clerical",1180
41860,"San Francisco-Oakland-Hayward, CA",43-4131,Loan Interviewers and Clerks,2980
41860,"San Francisco-Oakland-Hayward, CA",43-4141,New Accounts Clerks,420
41860,"San Francisco-Oakland-Hayward, CA",43-4151,Order Clerks,3880
41860,"San Francisco-Oakland-Hayward, CA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1790
41860,"San Francisco-Oakland-Hayward, CA",43-4171,Receptionists and Information Clerks,11370
41860,"San Francisco-Oakland-Hayward, CA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,2680
41860,"San Francisco-Oakland-Hayward, CA",43-4199,"Information and Record Clerks, All Other",2540
41860,"San Francisco-Oakland-Hayward, CA",43-5011,Cargo and Freight Agents,1970
41860,"San Francisco-Oakland-Hayward, CA",43-5021,Couriers and Messengers,1430
41860,"San Francisco-Oakland-Hayward, CA",43-5031,Public Safety Telecommunicators,860
41860,"San Francisco-Oakland-Hayward, CA",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",2870
41860,"San Francisco-Oakland-Hayward, CA",43-5041,"Meter Readers, Utilities",110
41860,"San Francisco-Oakland-Hayward, CA",43-5051,Postal Service Clerks,1000
41860,"San Francisco-Oakland-Hayward, CA",43-5052,Postal Service Mail Carriers,4730
41860,"San Francisco-Oakland-Hayward, CA",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2540
41860,"San Francisco-Oakland-Hayward, CA",43-5061,"Production, Planning, and Expediting Clerks",6570
41860,"San Francisco-Oakland-Hayward, CA",43-5071,"Shipping, Receiving, and Inventory Clerks",9660
41860,"San Francisco-Oakland-Hayward, CA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1430
41860,"San Francisco-Oakland-Hayward, CA",43-6011,Executive Secretaries and Executive Administrative Assistants,14770
41860,"San Francisco-Oakland-Hayward, CA",43-6012,Legal Secretaries and Administrative Assistants,3610
41860,"San Francisco-Oakland-Hayward, CA",43-6013,Medical Secretaries and Administrative Assistants,11110
41860,"San Francisco-Oakland-Hayward, CA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",28810
41860,"San Francisco-Oakland-Hayward, CA",43-9021,Data Entry Keyers,2150
41860,"San Francisco-Oakland-Hayward, CA",43-9022,Word Processors and Typists,670
41860,"San Francisco-Oakland-Hayward, CA",43-9031,Desktop Publishers,
41860,"San Francisco-Oakland-Hayward, CA",43-9041,Insurance Claims and Policy Processing Clerks,3740
41860,"San Francisco-Oakland-Hayward, CA",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",850
41860,"San Francisco-Oakland-Hayward, CA",43-9061,"Office Clerks, General",38970
41860,"San Francisco-Oakland-Hayward, CA",43-9071,"Office Machine Operators, Except Computer",670
41860,"San Francisco-Oakland-Hayward, CA",43-9081,Proofreaders and Copy Markers,170
41860,"San Francisco-Oakland-Hayward, CA",43-9111,Statistical Assistants,190
41860,"San Francisco-Oakland-Hayward, CA",43-9199,"Office and Administrative Support Workers, All Other",7310
41860,"San Francisco-Oakland-Hayward, CA",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160
41860,"San Francisco-Oakland-Hayward, CA",45-2011,Agricultural Inspectors,50
41860,"San Francisco-Oakland-Hayward, CA",45-2091,Agricultural Equipment Operators,
41860,"San Francisco-Oakland-Hayward, CA",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1750
41860,"San Francisco-Oakland-Hayward, CA",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",190
41860,"San Francisco-Oakland-Hayward, CA",45-2099,"Agricultural Workers, All Other",50
41860,"San Francisco-Oakland-Hayward, CA",45-4011,Forest and Conservation Workers,
41860,"San Francisco-Oakland-Hayward, CA",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,8420
41860,"San Francisco-Oakland-Hayward, CA",47-2011,Boilermakers,70
41860,"San Francisco-Oakland-Hayward, CA",47-2021,Brickmasons and Blockmasons,580
41860,"San Francisco-Oakland-Hayward, CA",47-2022,Stonemasons,310
41860,"San Francisco-Oakland-Hayward, CA",47-2031,Carpenters,18490
41860,"San Francisco-Oakland-Hayward, CA",47-2041,Carpet Installers,690
41860,"San Francisco-Oakland-Hayward, CA",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",980
41860,"San Francisco-Oakland-Hayward, CA",47-2044,Tile and Stone Setters,700
41860,"San Francisco-Oakland-Hayward, CA",47-2051,Cement Masons and Concrete Finishers,3240
41860,"San Francisco-Oakland-Hayward, CA",47-2061,Construction Laborers,14900
